DATE,NASDAQ:AAPL,NYSE:GS,NASDAQ:MSFT,NYSE:CAT,,,,,
1/2/2020,75.09,234.32,160.62,150.53,,,,,
1/3/2020,74.36,231.58,158.62,148.44,,,,,
1/6/2020,74.95,233.95,159.03,148.34,,,,,
1/7/2020,74.60,235.49,157.58,146.38,,,,,
1/8/2020,75.80,237.76,160.09,147.68,,,,,
1/9/2020,77.41,242.60,162.09,147.31,,,,,
1/10/2020,77.58,242.11,161.34,146.13,,,,,
1/13/2020,79.24,245.21,163.28,146.82,,,,,
1/14/2020,78.17,245.66,162.13,146.68,,,,,
1/15/2020,77.83,245.21,163.18,145.57,,,,,
1/16/2020,78.81,249.72,166.17,147.87,,,,,
1/17/2020,79.68,249.46,167.10,147.78,,,,,
1/21/2020,79.14,245.70,166.50,145.85,,,,,
1/22/2020,79.43,247.05,165.70,142.63,,,,,
1/23/2020,79.81,245.58,166.72,142.75,,,,,
1/24/2020,79.58,241.92,165.04,140.38,,,,,
1/27/2020,77.24,238.14,162.28,135.73,,,,,
1/28/2020,79.42,242.58,165.46,136.74,,,,,
1/29/2020,81.08,240.12,168.04,135.78,,,,,
1/30/2020,80.97,244.13,172.78,135.37,,,,,
1/31/2020,77.38,237.75,170.23,131.35,,,,,
2/3/2020,77.17,239.01,174.38,129.77,,,,,
2/4/2020,79.71,241.94,180.12,133.51,,,,,
2/5/2020,80.36,244.30,179.90,137.44,,,,,
2/6/2020,81.30,241.82,183.63,137.25,,,,,
2/7/2020,80.01,238.00,183.89,133.37,,,,,
2/10/2020,80.39,237.36,188.70,134.32,,,,,
2/11/2020,79.90,236.46,184.44,136.19,,,,,
2/12/2020,81.80,238.65,184.71,139.59,,,,,
2/13/2020,81.22,238.35,183.71,139.72,,,,,
2/14/2020,81.24,237.08,185.35,137.99,,,,,
2/18/2020,79.75,233.21,187.23,136.58,,,,,
2/19/2020,80.91,237.33,187.28,136.86,,,,,
2/20/2020,80.08,232.73,184.42,136.93,,,,,
2/21/2020,78.26,230.62,178.59,137.21,,,,,
2/24/2020,74.55,224.54,170.89,132.17,,,,,
2/25/2020,72.02,217.61,168.07,129.00,,,,,
2/26/2020,73.16,215.78,170.17,128.25,,,,,
2/27/2020,68.38,205.69,158.18,123.27,,,,,
2/28/2020,68.34,200.77,162.01,124.24,,,,,
3/2/2020,74.70,209.47,172.79,127.60,,,,,
3/3/2020,72.33,203.43,164.51,124.38,,,,,
3/4/2020,75.69,208.74,170.55,127.40,,,,,
3/5/2020,73.23,198.79,166.27,121.97,,,,,
3/6/2020,72.26,192.85,161.57,121.41,,,,,
3/9/2020,66.54,172.81,150.62,104.07,,,,,
3/10/2020,71.33,184.35,160.92,106.49,,,,,
3/11/2020,68.86,171.89,153.63,100.69,,,,,
3/12/2020,62.06,150.68,139.06,92.26,,,,,
3/13/2020,69.49,177.17,158.83,99.64,,#VALUE!,,,
3/16/2020,60.55,154.66,135.42,93.41,,,,,
3/17/2020,63.22,158.67,146.57,100.20,,,,,
3/18/2020,61.67,140.02,140.40,100.12,,,,,
3/19/2020,61.20,149.49,142.71,103.01,,,,,
3/20/2020,57.31,138.41,137.35,95.50,,,,,
3/23/2020,56.09,134.97,135.98,91.85,,,,,
3/24/2020,61.72,153.60,148.34,101.34,,,,,
3/25/2020,61.38,155.13,146.92,104.67,,,,,
3/26/2020,64.61,165.79,156.11,110.50,,,,,
3/27/2020,61.94,158.34,149.70,105.44,,,,,
3/30/2020,63.70,159.62,160.23,111.71,,,,,
3/31/2020,63.57,154.59,157.71,116.04,,,,,
4/1/2020,60.23,145.29,152.11,111.35,,,,,
4/2/2020,61.23,149.93,155.26,116.74,,,,,
4/3/2020,60.35,146.93,153.83,114.67,,,,,
4/6/2020,65.62,158.23,165.27,120.43,,,,,
4/7/2020,64.86,166.02,163.49,121.92,,,,,
4/8/2020,66.52,176.96,165.13,127.40,,,,,
4/9/2020,67.00,184.26,165.14,125.03,,,,,
4/13/2020,68.31,179.18,165.51,114.14,,,,,
4/14/2020,71.76,178.23,173.70,116.48,,,,,
4/15/2020,71.11,178.52,171.88,111.53,,,,,
4/16/2020,71.67,177.04,177.04,113.22,,,,,
4/17/2020,70.70,183.49,178.60,116.30,,,,,
4/20/2020,69.23,180.40,175.06,114.60,,,,,
4/21/2020,67.09,173.81,167.82,109.85,,,,,
4/22/2020,69.03,175.98,173.52,110.64,,,,,
4/23/2020,68.76,175.05,171.42,112.91,,,,,
4/24/2020,70.74,177.00,174.55,114.04,,,,,
4/27/2020,70.79,183.54,174.05,115.20,,,,,
4/28/2020,69.65,187.01,169.81,115.46,,,,,
4/29/2020,71.93,190.03,177.43,120.06,,,,,
4/30/2020,73.45,183.42,179.21,116.38,,,,,
5/1/2020,72.27,177.10,174.57,110.88,,,,,
5/4/2020,73.29,176.03,178.84,107.72,,,,,
5/5/2020,74.39,178.30,180.76,108.91,,,,,
5/6/2020,75.16,176.92,182.54,107.67,,,,,
5/7/2020,75.94,182.32,183.60,107.29,,,,,
5/8/2020,77.53,185.39,184.68,112.11,,,,,
5/11/2020,78.75,183.16,186.74,108.61,,,,,
5/12/2020,77.85,177.21,182.51,105.00,,,,,
5/13/2020,76.91,171.80,179.75,104.48,,,,,
5/14/2020,77.39,174.45,180.53,106.19,,,,,
5/15/2020,76.93,171.87,183.16,107.92,,,,,
5/18/2020,78.74,181.88,184.91,115.02,,,,,
5/19/2020,78.29,177.83,183.63,112.08,,,,,
5/20/2020,79.81,181.44,185.66,115.69,,,,,
5/21/2020,79.21,180.10,183.43,114.06,,,,,
5/22/2020,79.72,179.93,183.51,112.47,,,,,
5/26/2020,79.18,196.06,181.57,117.41,,,,,
5/27/2020,79.53,209.66,181.81,122.42,,,,,
5/28/2020,79.56,201.22,181.40,120.74,,,,,
5/29/2020,79.49,196.49,183.25,120.13,,,,,
6/1/2020,80.46,199.93,182.83,120.50,,,,,
6/2/2020,80.83,204.14,184.91,123.32,,,,,
6/3/2020,81.28,210.57,185.36,127.09,,,,,
6/4/2020,80.58,214.82,182.92,128.96,,,,,
6/5/2020,82.88,217.92,187.20,135.12,,,,,
6/8/2020,83.37,220.81,188.36,137.72,,,,,
6/9/2020,86.00,218.10,189.80,134.19,,,,,
6/10/2020,88.21,213.52,196.84,132.44,,,,,
6/11/2020,83.98,194.13,186.27,121.55,,,,,
6/12/2020,84.70,201.78,187.74,123.15,,,,,
6/15/2020,85.75,206.31,188.94,123.61,,,,,
6/16/2020,88.02,209.59,193.57,130.11,,,,,
6/17/2020,87.90,206.19,194.24,128.23,,,,,
6/18/2020,87.93,203.84,196.32,127.59,,,,,
6/19/2020,87.43,201.63,195.15,127.46,,,,,
6/22/2020,89.72,203.42,200.57,125.79,,,,,
6/23/2020,91.63,204.78,201.91,126.25,,,,,
6/24/2020,90.02,198.02,197.84,122.06,,,,,
6/25/2020,91.21,207.10,200.34,124.71,,,,,
6/26/2020,88.41,189.19,196.33,122.39,,,,,
6/29/2020,90.45,193.47,198.44,125.25,,,,,
6/30/2020,91.20,197.62,203.51,126.50,,,,,
7/1/2020,91.03,197.57,204.70,126.06,,,,,
7/2/2020,91.03,197.40,206.26,127.72,,,,,
7/6/2020,93.46,207.36,210.70,129.43,,,,,
7/7/2020,93.17,199.36,208.25,127.20,,,,,
7/8/2020,95.34,202.25,212.83,128.13,,,,,
7/9/2020,95.68,196.83,214.32,125.73,,,,,
7/10/2020,95.92,205.56,213.67,128.01,,,,,
7/13/2020,95.48,208.88,207.07,130.57,,,,,
7/14/2020,97.06,214.01,208.35,136.88,,,,,
7/15/2020,97.73,216.90,208.04,138.36,,,,,
7/16/2020,96.52,214.67,203.92,138.56,,,,,
7/17/2020,96.33,211.41,202.88,136.90,,,,,
7/20/2020,98.36,211.71,211.60,134.63,,,,,
7/21/2020,97.00,212.02,208.75,135.87,,,,,
7/22/2020,97.27,206.00,211.75,136.98,,,,,
7/23/2020,92.85,203.02,202.54,136.60,,,,,
7/24/2020,92.62,201.47,201.30,137.58,,,,,
7/27/2020,94.81,203.02,203.85,139.89,,,,,
7/28/2020,93.25,201.62,202.02,138.03,,,,,
7/29/2020,95.04,202.58,204.06,140.53,,,,,
7/30/2020,96.19,199.53,203.90,136.73,,,,,
7/31/2020,106.26,197.96,205.01,132.88,,,,,
8/3/2020,108.94,199.39,216.54,131.78,,,,,
8/4/2020,109.67,201.64,213.29,131.52,,,,,
8/5/2020,110.06,204.52,212.94,134.97,,,,,
8/6/2020,113.90,204.25,216.35,134.39,,,,,
8/7/2020,111.11,208.27,212.48,134.92,,,,,
8/10/2020,112.73,209.38,208.25,142.02,,,,,
8/11/2020,109.38,211.06,203.38,142.53,,,,,
8/12/2020,113.01,212.13,209.19,142.57,,,,,
8/13/2020,115.01,208.39,208.70,140.67,,,,,
8/14/2020,114.91,207.97,208.90,139.96,,,,,
8/17/2020,114.61,203.07,210.28,138.72,,,,,
8/18/2020,115.56,201.31,211.49,138.37,,,,,
8/19/2020,115.71,203.02,209.70,138.02,,,,,
8/20/2020,118.28,201.85,214.58,137.48,,,,,
8/21/2020,124.37,202.43,213.02,138.43,,,,,
8/24/2020,125.86,207.34,213.69,141.68,,,,,
8/25/2020,124.83,206.00,216.47,141.15,,,,,
8/26/2020,126.52,207.22,221.15,141.83,,,,,
8/27/2020,125.01,210.15,226.58,143.37,,,,,
8/28/2020,124.81,207.71,228.91,143.63,,,,,
8/31/2020,129.04,204.87,225.53,142.31,,,,,
9/1/2020,134.18,205.46,227.27,146.05,,,,,
9/2/2020,131.40,210.04,231.65,149.27,,,,,
9/3/2020,120.88,207.56,217.30,146.76,,,,,
9/4/2020,120.96,210.94,214.25,148.18,,,,,
9/8/2020,112.82,202.48,202.66,148.52,,,,,
9/9/2020,117.32,202.22,211.29,152.69,,,,,
9/10/2020,113.49,200.01,205.37,149.86,,,,,
9/11/2020,112.00,200.92,204.03,153.83,,,,,
9/14/2020,115.36,201.34,205.41,153.51,,,,,
9/15/2020,115.54,198.00,208.78,148.60,,,,,
9/16/2020,112.13,200.68,205.05,151.11,,,,,
9/17/2020,110.34,194.83,202.91,153.87,,,,,
9/18/2020,106.84,194.86,200.39,152.39,,,,,
9/21/2020,110.08,194.00,202.54,145.33,,,,,
9/22/2020,111.81,191.62,207.42,147.15,,,,,
9/23/2020,107.12,186.12,200.59,144.38,,,,,
9/24/2020,108.22,195.11,203.19,145.14,,,,,
9/25/2020,112.28,194.95,207.82,145.91,,,,,
9/28/2020,114.96,199.07,209.44,147.68,,,,,
9/29/2020,114.09,196.79,207.26,147.41,,,,,
9/30/2020,115.81,200.97,210.33,149.15,,,,,
10/1/2020,116.79,198.55,212.46,146.71,,,,,
10/2/2020,113.02,199.90,206.19,149.94,,,,,
10/5/2020,116.50,201.80,210.38,153.49,,,,,
10/6/2020,113.16,201.09,205.91,151.53,,,,,
10/7/2020,115.08,203.60,209.83,154.77,,,,,
10/8/2020,114.97,207.98,210.58,156.66,,,,,
10/9/2020,116.97,207.54,215.81,158.94,,,,,
10/12/2020,124.40,214.12,221.40,162.61,,,,,
10/13/2020,121.10,210.81,222.86,162.12,,,,,
10/14/2020,121.19,211.23,220.86,163.61,,,,,
10/15/2020,120.71,208.60,219.66,165.04,,,,,
10/16/2020,119.02,206.21,219.66,168.75,,,,,
10/19/2020,115.98,205.69,214.22,167.53,,,,,
10/20/2020,117.51,208.03,214.65,168.99,,,,,
10/21/2020,116.87,202.91,214.80,167.40,,,,,
10/22/2020,115.75,205.40,214.89,169.66,,,,,
10/23/2020,115.04,205.04,216.23,168.59,,,,,
10/26/2020,115.05,201.14,210.08,163.20,,,,,
10/27/2020,116.60,195.68,213.25,157.91,,,,,
10/28/2020,111.20,189.77,202.68,151.16,,,,,
10/29/2020,115.32,189.94,204.72,154.67,,,,,
10/30/2020,108.86,189.04,202.47,157.05,,,,,
11/2/2020,108.77,190.20,202.33,163.27,,,,,
11/3/2020,110.44,197.93,206.43,167.69,,,,,
11/4/2020,114.95,197.87,216.39,155.23,,,,,
11/5/2020,119.03,202.96,223.29,163.09,,,,,
11/6/2020,118.69,201.26,223.72,161.29,,,,,
11/9/2020,116.32,214.93,218.39,170.82,,,,,
11/10/2020,115.97,217.47,211.01,172.30,,,,,
11/11/2020,119.49,218.05,216.55,169.46,,,,,
11/12/2020,119.21,214.51,215.44,169.13,,,,,
11/13/2020,119.26,219.08,216.51,171.71,,,,,
11/16/2020,120.30,222.38,217.23,173.19,,,,,
11/17/2020,119.39,224.65,214.46,171.91,,,,,
11/18/2020,118.03,224.30,211.08,172.74,,,,,
11/19/2020,118.64,224.57,212.42,172.90,,,,,
11/20/2020,117.34,223.35,210.39,172.23,,,,,
11/23/2020,113.85,228.83,210.11,174.78,,,,,
11/24/2020,115.17,237.50,213.86,176.90,,,,,
11/25/2020,116.03,236.54,213.87,174.63,,,,,
11/27/2020,116.59,235.40,215.23,175.08,,,,,
11/30/2020,119.05,230.58,214.07,173.59,,,,,
12/1/2020,122.72,232.08,216.21,173.26,,,,,
12/2/2020,123.08,237.65,215.37,173.87,,,,,
12/3/2020,122.94,235.47,214.24,174.63,,,,,
12/4/2020,122.25,239.58,214.36,182.21,,,,,
12/7/2020,123.75,238.45,214.29,178.71,,,,,
12/8/2020,124.38,238.84,216.01,178.84,,,,,
12/9/2020,121.78,242.82,211.80,180.07,,,,,
12/10/2020,123.24,244.40,210.52,178.85,,,,,
12/11/2020,122.41,239.99,213.26,179.29,,,,,
12/14/2020,121.78,237.79,214.20,178.05,,,,,
12/15/2020,127.88,242.43,214.13,181.74,,,,,
12/16/2020,127.81,243.77,219.28,179.50,,,,,
12/17/2020,128.70,244.43,219.42,179.17,,,,,
12/18/2020,126.66,242.13,218.59,180.96,,,,,
12/21/2020,128.23,256.98,222.59,180.16,,,,,
12/22/2020,131.88,250.09,223.94,176.58,,,,,
12/23/2020,130.96,256.45,221.02,178.42,,,,,
12/24/2020,131.97,256.16,222.75,179.56,,,,,
12/28/2020,136.69,259.59,224.96,178.37,,,,,
12/29/2020,134.87,258.01,224.15,176.65,,,,,
12/30/2020,133.72,259.45,221.68,180.04,,,,,
12/31/2020,132.69,263.71,222.42,182.02,,,,,
1/4/2021,129.41,265.00,217.69,182.15,,,,,
1/5/2021,131.01,270.93,217.90,183.64,,,,,
1/6/2021,126.60,285.55,212.25,193.86,,,,,
1/7/2021,130.92,291.65,218.29,194.23,,,,,
1/8/2021,132.05,290.08,219.62,194.26,,,,,
1/11/2021,128.98,293.83,217.49,193.86,,,,,
1/12/2021,128.80,302.21,214.93,197.54,,,,,
1/13/2021,130.89,302.94,216.34,195.89,,,,,
1/14/2021,128.91,307.87,213.02,197.40,,,,,
1/15/2021,127.14,301.01,212.65,194.62,,,,,
1/19/2021,127.83,294.20,216.44,194.06,,,,,
1/20/2021,132.03,290.47,224.34,192.34,,,,,
1/21/2021,136.87,289.37,224.97,192.19,,,,,
1/22/2021,139.07,289.39,225.95,191.94,,,,,
1/25/2021,142.92,283.04,229.53,187.34,,,,,
1/26/2021,143.16,281.76,232.33,187.21,,,,,
1/27/2021,142.06,273.33,232.90,180.63,,,,,
1/28/2021,137.09,275.02,238.93,184.34,,,,,
1/29/2021,131.96,271.17,231.96,182.84,,,,,
2/1/2021,134.14,274.73,239.65,184.72,,,,,
2/2/2021,134.99,286.97,239.51,192.50,,,,,
2/3/2021,133.94,288.55,243.00,191.45,,,,,
2/4/2021,137.39,293.75,242.01,191.65,,,,,
2/5/2021,136.76,293.50,242.20,193.00,,,,,
2/8/2021,136.91,300.15,242.47,197.45,,,,,
2/9/2021,136.01,300.46,243.77,197.28,,,,,
2/10/2021,135.39,304.28,242.82,197.72,,,,,
2/11/2021,135.13,302.32,244.49,198.35,,,,,
2/12/2021,135.37,306.32,244.99,197.99,,,,,
2/16/2021,133.19,311.96,243.70,202.38,,,,,
2/17/2021,130.84,312.74,244.20,202.30,,,,,
2/18/2021,129.71,309.90,243.79,199.92,,,,,
2/19/2021,129.87,315.62,240.97,209.91,,,,,
2/22/2021,126.00,316.87,234.51,218.06,,,,,
2/23/2021,125.86,319.21,233.27,220.18,,,,,
2/24/2021,125.35,330.64,234.55,222.47,,,,,
2/25/2021,120.99,327.76,228.99,221.82,,,,,
2/26/2021,121.26,319.48,232.38,215.88,,,,,
3/1/2021,127.79,329.92,236.94,219.76,,,,,
3/2/2021,125.12,330.94,233.87,215.82,,,,,
3/3/2021,122.06,334.43,227.56,214.91,,,,,
3/4/2021,120.13,329.29,226.73,212.77,,,,,
3/5/2021,121.42,327.37,231.60,220.16,,,,,
3/8/2021,116.36,334.19,227.39,221.58,,,,,
3/9/2021,121.09,330.59,233.78,216.80,,,,,
3/10/2021,119.98,342.02,232.42,221.06,,,,,
3/11/2021,121.96,342.10,237.13,219.76,,,,,
3/12/2021,121.03,348.81,235.75,229.00,,,,,
3/15/2021,123.99,346.05,234.81,230.74,,,,,
3/16/2021,125.57,341.71,237.71,226.46,,,,,
3/17/2021,124.76,344.95,237.04,233.63,,,,,
3/18/2021,120.53,348.00,230.72,230.68,,,,,
3/19/2021,119.99,344.20,230.35,225.29,,,,,
3/22/2021,123.39,339.33,235.99,226.02,,,,,
3/23/2021,122.54,331.77,237.58,218.25,,,,,
3/24/2021,120.09,328.65,235.46,221.23,,,,,
3/25/2021,120.59,330.55,232.34,224.25,,,,,
3/26/2021,121.21,327.39,236.48,229.50,,,,,
3/29/2021,121.39,325.73,235.24,230.22,,,,,
3/30/2021,119.90,332.01,231.85,233.08,,,,,
3/31/2021,122.15,327.00,235.77,231.87,,,,,
4/1/2021,123.00,327.64,242.35,232.74,,,,,
4/5/2021,125.90,323.54,249.07,233.71,,,,,
4/6/2021,126.21,327.06,247.86,230.64,,,,,
4/7/2021,127.90,326.55,249.90,230.41,,,,,
4/8/2021,130.36,331.14,253.25,230.48,,,,,
4/9/2021,133.00,330.81,255.85,230.75,,,,,
4/12/2021,131.24,331.84,255.91,230.93,,,,,
4/13/2021,134.43,327.68,258.49,229.35,,,,,
4/14/2021,132.03,335.35,255.59,232.58,,,,,
4/15/2021,134.50,338.55,259.50,232.52,,,,,
4/16/2021,134.16,342.31,260.74,233.36,,,,,
4/19/2021,134.84,343.09,258.74,232.39,,,,,
4/20/2021,133.11,331.88,258.26,227.63,,,,,
4/21/2021,133.50,335.27,260.58,232.46,,,,,
4/22/2021,131.94,330.85,257.17,228.89,,,,,
4/23/2021,134.32,339.35,261.15,230.11,,,,,
4/26/2021,134.72,343.52,261.55,230.56,,,,,
4/27/2021,134.39,346.63,261.97,230.34,,,,,
4/28/2021,133.58,348.11,254.56,232.30,,,,,
4/29/2021,133.48,352.97,252.51,227.47,,,,,
4/30/2021,131.46,348.45,252.18,228.11,,,,,
5/3/2021,132.54,350.16,251.86,228.17,,,,,
5/4/2021,127.85,349.84,247.79,233.41,,,,,
5/5/2021,128.10,357.62,246.47,237.88,,,,,
5/6/2021,129.74,365.97,249.73,237.07,,,,,
5/7/2021,130.21,370.89,252.46,240.99,,,,,
5/10/2021,126.85,368.68,247.18,242.61,,,,,
5/11/2021,125.91,359.92,246.23,239.30,,,,,
5/12/2021,122.77,354.40,239.00,237.32,,,,,
5/13/2021,124.97,358.81,243.03,240.07,,,,,
5/14/2021,127.45,368.77,248.15,242.23,,,,,
5/17/2021,126.27,369.25,245.18,244.79,,,,,
5/18/2021,124.85,364.56,243.08,239.47,,,,,
5/19/2021,124.69,358.38,243.12,236.87,,,,,
5/20/2021,127.31,359.78,246.48,234.99,,,,,
5/21/2021,125.43,366.26,245.17,237.24,,,,,
5/24/2021,127.10,368.29,250.78,239.05,,,,,
5/25/2021,126.90,364.51,251.72,237.17,,,,,
5/26/2021,126.85,367.40,251.49,237.71,,,,,
5/27/2021,125.28,371.37,249.31,241.28,,,,,
5/28/2021,124.61,372.02,249.68,241.08,,,,,
6/1/2021,124.28,382.44,247.40,242.76,,,,,
6/2/2021,125.06,383.44,247.30,243.46,,,,,
6/3/2021,123.54,388.72,245.71,243.84,,,,,
6/4/2021,125.89,391.45,250.79,244.02,,,,,
6/7/2021,125.90,388.16,253.81,239.76,,,,,
6/8/2021,126.74,384.70,252.57,240.16,,,,,
6/9/2021,127.13,382.78,253.59,234.65,,,,,
6/10/2021,126.11,373.94,257.24,225.73,,,,,
6/11/2021,127.35,378.05,257.89,220.70,,,,,
6/14/2021,130.48,372.92,259.89,219.01,,,,,
6/15/2021,129.64,371.30,258.36,219.46,,,,,
6/16/2021,130.15,371.00,257.38,217.16,,,,,
6/17/2021,131.79,361.50,260.90,209.45,,,,,
6/18/2021,130.46,348.83,259.43,208.86,,,,,
6/21/2021,132.30,357.54,262.63,213.21,,,,,
6/22/2021,133.98,357.53,265.51,213.13,,,,,
6/23/2021,133.70,361.05,265.27,213.79,,,,,
6/24/2021,133.41,368.75,266.69,219.34,,,,,
6/25/2021,133.11,368.77,265.02,216.31,,,,,
6/28/2021,134.78,368.71,268.72,216.27,,,,,
6/29/2021,136.33,372.62,271.40,215.10,,,,,
6/30/2021,136.96,379.53,270.90,217.63,,,,,
7/1/2021,137.27,374.99,271.60,216.71,,,,,
7/2/2021,139.96,374.16,277.65,217.76,,,,,
7/6/2021,142.02,369.86,277.66,213.52,,,,,
7/7/2021,144.57,367.67,279.93,214.69,,,,,
7/8/2021,143.24,358.94,277.42,212.11,,,,,
7/9/2021,145.11,371.76,277.94,217.42,,,,,
7/12/2021,144.50,380.50,277.32,218.58,,,,,
7/13/2021,145.64,375.98,280.98,215.19,,,,,
7/14/2021,149.15,374.40,282.51,211.64,,,,,
7/15/2021,148.48,373.35,281.03,211.41,,,,,
7/16/2021,146.39,364.80,280.75,207.95,,,,,
7/19/2021,142.45,354.72,277.01,203.08,,,,,
7/20/2021,146.15,364.76,279.32,207.96,,,,,
7/21/2021,145.40,373.50,281.40,210.73,,,,,
7/22/2021,146.80,372.71,286.14,209.16,,,,,
7/23/2021,148.56,374.05,289.67,209.53,,,,,
7/26/2021,148.99,375.90,289.05,211.03,,,,,
7/27/2021,146.77,374.84,286.54,209.90,,,,,
7/28/2021,144.98,374.23,286.22,211.44,,,,,
7/29/2021,145.64,377.55,286.50,212.56,,,,,
7/30/2021,145.86,374.88,284.91,206.75,,,,,
8/2/2021,145.52,378.19,284.82,205.16,,,,,
8/3/2021,147.36,380.36,287.12,208.50,,,,,
8/4/2021,146.95,377.86,286.51,204.52,,,,,
8/5/2021,147.06,384.30,289.52,207.19,,,,,
8/6/2021,146.14,397.89,289.46,208.35,,,,,
8/9/2021,146.09,399.88,288.33,208.89,,,,,
8/10/2021,145.60,407.97,286.44,214.07,,,,,
8/11/2021,145.86,413.89,286.95,221.66,,,,,
8/12/2021,148.89,415.00,289.81,220.24,,,,,
8/13/2021,149.10,410.78,292.85,218.57,,,,,
8/16/2021,151.12,408.35,294.60,217.71,,,,,
8/17/2021,150.19,404.97,293.08,213.44,,,,,
8/18/2021,146.36,398.80,290.73,209.81,,,,,
8/19/2021,146.70,393.57,296.77,204.45,,,,,
8/20/2021,148.19,395.87,304.36,204.94,,,,,
8/23/2021,149.71,401.45,304.65,209.14,,,,,
8/24/2021,149.62,408.56,302.62,212.59,,,,,
8/25/2021,148.36,413.12,302.01,214.76,,,,,
8/26/2021,147.54,412.41,299.09,211.24,,,,,
8/27/2021,148.60,419.69,299.72,212.83,,,,,
8/30/2021,153.12,413.60,303.59,211.45,,,,,
8/31/2021,151.83,413.51,301.88,210.87,,,,,
9/1/2021,152.51,413.66,301.83,207.96,,,,,
9/2/2021,153.65,414.50,301.15,211.78,,,,,
9/3/2021,154.30,411.31,301.14,210.37,,,,,
9/7/2021,156.69,410.32,300.18,208.23,,,,,
9/8/2021,155.11,405.00,300.21,206.77,,,,,
9/9/2021,154.07,404.58,297.25,205.42,,,,,
9/10/2021,148.97,403.48,295.71,205.01,,,,,
9/13/2021,149.55,409.26,296.99,206.20,,,,,
9/14/2021,148.12,403.69,299.79,202.33,,,,,
9/15/2021,149.03,401.95,304.82,205.73,,,,,
9/16/2021,148.79,396.68,305.22,203.60,,,,,
9/17/2021,146.06,391.46,299.87,199.75,,,,,
9/20/2021,142.94,378.13,294.30,190.82,,,,,
9/21/2021,143.43,375.84,294.80,189.84,,,,,
9/22/2021,145.85,385.47,298.58,191.35,,,,,
9/23/2021,146.83,391.86,299.56,196.62,,,,,
9/24/2021,146.92,390.85,299.35,196.82,,-0.02408916259,-0.02612556895,-0.0368751641,0.002746225668
9/27/2021,145.37,399.81,294.17,200.00,,,,,
9/28/2021,141.91,389.50,283.52,200.55,,,,,
9/29/2021,142.83,384.89,284.00,197.87,,,,,
9/30/2021,141.50,378.03,281.92,191.97,,,,,
10/1/2021,142.65,380.00,289.10,194.33,,,,,
10/4/2021,139.14,374.15,283.11,193.13,,,,,
10/5/2021,141.11,385.81,288.76,192.50,,,,,
10/6/2021,142.00,388.05,293.11,191.86,,,,,
10/7/2021,143.29,390.62,294.85,195.75,,,,,
10/8/2021,142.90,392.81,294.85,195.16,,,,,
10/11/2021,142.81,385.24,294.23,192.89,,,,,
10/12/2021,141.51,386.53,292.88,189.92,,,,,
10/13/2021,140.91,386.31,296.31,188.94,,,,,
10/14/2021,143.76,391.20,302.75,194.33,,,,,
10/15/2021,144.84,406.07,304.21,199.02,,,,,
10/18/2021,146.55,413.69,307.29,198.18,,,,,
10/19/2021,148.76,412.16,308.23,201.14,,,,,
10/20/2021,149.26,407.89,307.41,204.19,,,,,
10/21/2021,149.48,407.59,310.76,202.14,,,,,
10/22/2021,148.69,414.32,309.16,200.65,,,,,
10/25/2021,148.64,414.75,308.13,202.21,,,,,
10/26/2021,149.32,417.61,310.11,199.64,,,,,
10/27/2021,148.85,410.99,323.17,196.13,,,,,
10/28/2021,152.57,414.82,324.35,204.09,,,,,
10/29/2021,149.80,413.35,331.62,204.01,,,,,
11/1/2021,148.96,416.70,329.37,205.38,,,,,
11/2/2021,150.02,423.85,333.13,207.12,,,,,
11/3/2021,151.49,417.90,334.00,203.55,,,,,
11/4/2021,150.96,408.07,336.44,203.59,,,,,
11/5/2021,151.28,407.08,336.06,205.88,,,,,
11/8/2021,150.44,408.34,336.99,214.25,,,,,
11/9/2021,150.81,405.35,335.95,209.81,,,,,
11/10/2021,147.92,399.12,330.80,206.67,,,,,
11/11/2021,147.87,402.34,332.43,208.53,,,,,
11/12/2021,149.99,404.91,336.72,209.27,,,,,
11/15/2021,150.00,404.81,336.07,207.71,,,,,
11/16/2021,151.00,403.09,339.51,205.43,,,,,
11/17/2021,153.49,391.55,339.12,202.98,,,,,
11/18/2021,157.87,391.37,341.27,201.42,,,,,
11/19/2021,160.55,387.39,343.11,200.44,,,,,
11/22/2021,161.02,396.16,339.83,202.38,,,,,
11/23/2021,161.41,406.34,337.68,205.33,,,,,
11/24/2021,161.94,399.19,337.91,207.07,,,,,
11/26/2021,156.81,389.39,329.68,198.73,,,,,
11/29/2021,160.24,386.54,336.63,195.92,,,,,
11/30/2021,165.30,380.99,330.59,193.35,,,,,
12/1/2021,164.77,376.48,330.08,191.47,,,,,
12/2/2021,163.76,387.54,329.49,196.79,,,,,
12/3/2021,161.84,382.73,323.01,197.80,,,,,
12/6/2021,165.32,389.30,326.19,201.28,,,,,
12/7/2021,171.18,400.11,334.92,204.49,,,,,
12/8/2021,175.08,397.32,334.97,204.19,,,,,
12/9/2021,174.56,396.49,333.10,204.13,,,,,
12/10/2021,179.45,391.06,342.54,203.46,,,,,
12/13/2021,175.74,384.64,339.40,201.25,,,,,
12/14/2021,174.33,388.82,328.34,201.64,,,,,
12/15/2021,179.30,389.91,334.65,202.55,,,,,
12/16/2021,172.26,397.37,324.90,206.17,,,,,
12/17/2021,171.14,381.80,323.80,201.37,,,,,
12/20/2021,169.75,371.61,319.91,195.46,,,,,
