DATE,NASDAQ:AAPL,NYSE:GS,NASDAQ:MSFT,NYSE:CAT,,,,,
12/23/2024,255.27,570.78,435.25,365.39,,,,,
12/24/2024,258.20,582.79,439.33,367.57,,,,,
12/26/2024,259.02,581.23,438.11,367.12,,,,,
12/27/2024,255.59,576.18,430.53,364.86,,,,,
12/30/2024,252.20,573.55,424.83,363.01,,,,,
12/31/2024,250.42,572.62,421.50,362.76,,,,,
1/2/2025,243.85,574.97,418.58,359.77,,,,,
1/3/2025,243.36,580.13,423.35,363.79,,,,,
1/6/2025,245.00,583.39,427.85,364.20,,,,,
1/7/2025,242.21,580.12,422.37,363.00,,,,,
1/8/2025,242.70,580.02,424.56,361.07,,,,,
1/10/2025,236.85,560.00,418.95,351.00,,,,,
1/13/2025,234.40,562.95,417.19,362.50,,,,,
1/14/2025,233.28,571.53,415.67,371.57,,,,,
1/15/2025,237.87,605.92,426.31,374.89,,,,,
1/16/2025,228.26,612.99,424.58,380.55,,,,,
1/17/2025,229.98,625.94,429.03,386.02,,,,,
1/21/2025,222.64,634.74,428.50,398.36,,,,,
1/22/2025,223.83,632.73,446.20,397.61,,,,,
1/23/2025,223.66,639.50,446.71,406.40,,,,,
1/24/2025,222.78,636.90,444.06,407.63,,,,,
1/27/2025,229.86,633.28,434.56,394.98,,,,,
1/28/2025,238.26,637.80,447.20,390.29,,,,,
1/29/2025,239.36,637.38,442.33,393.23,,,,,
1/30/2025,237.59,645.70,414.99,374.98,,,,,
1/31/2025,236.00,640.40,415.06,371.44,,,,,
2/3/2025,228.01,632.37,410.92,361.55,,,,,
2/4/2025,232.80,634.18,412.37,361.95,,,,,
2/5/2025,232.47,645.45,413.29,358.85,,,,,
2/6/2025,233.22,658.22,415.82,365.45,,,,,
2/7/2025,227.63,655.90,409.75,363.88,,,,,
2/10/2025,227.65,650.53,412.22,363.22,,,,,
2/11/2025,232.62,647.24,411.44,362.23,,,,,
2/12/2025,236.87,649.00,409.04,352.04,,,,,
2/13/2025,241.53,648.95,410.54,353.70,,,,,
2/14/2025,244.60,660.55,408.43,353.32,,,,,
2/18/2025,244.47,672.19,409.64,354.00,,,,,
2/19/2025,244.87,668.15,414.77,353.00,,,,,
2/20/2025,245.83,642.26,416.13,349.15,,,,,
2/21/2025,245.55,625.60,408.21,340.04,,,,,
2/24/2025,247.10,626.14,404.00,338.92,,,,,
2/25/2025,247.04,614.91,397.90,342.36,,,,,
2/26/2025,240.36,617.77,399.73,342.58,,,,,
2/27/2025,237.30,608.00,392.53,340.00,,,,,
2/28/2025,241.84,622.29,396.99,343.95,,,,,
3/3/2025,238.03,605.26,388.49,332.04,,,,,
3/4/2025,235.93,581.14,388.61,326.75,,,,,
3/5/2025,235.74,593.07,401.02,338.49,,,,,
3/6/2025,235.33,567.67,396.89,341.01,,,,,
3/7/2025,239.07,559.67,393.31,350.30,,,,,
3/10/2025,227.48,531.66,380.16,345.21,,,,,
3/11/2025,220.84,531.43,380.45,339.77,,,,,
3/12/2025,216.98,535.71,383.27,338.13,,,,,
3/13/2025,209.68,524.81,378.77,333.31,,,,,
3/14/2025,213.49,541.41,388.56,339.64,,,,,
3/17/2025,214.00,551.34,388.70,342.64,,,,,
3/18/2025,212.69,551.78,383.52,336.71,,,,,
3/19/2025,215.24,557.34,387.82,338.62,,,,,
3/20/2025,214.10,562.68,386.84,336.25,,,,,
3/21/2025,218.27,565.14,391.26,335.78,,,,,
3/24/2025,220.73,580.10,393.08,341.67,,,,,
3/25/2025,223.75,585.94,395.16,342.62,,,,,
3/26/2025,221.53,573.92,389.97,341.11,,,,,
3/27/2025,223.85,558.92,390.58,339.30,,,,,
3/28/2025,217.90,543.12,378.80,329.69,,,,,
3/31/2025,222.13,546.29,375.39,329.80,,,,,
4/1/2025,223.19,548.45,382.19,330.57,,,,,
4/2/2025,223.89,563.10,382.14,334.66,,,,,
4/3/2025,203.19,511.23,373.11,305.76,,,,,
4/4/2025,188.38,470.81,359.84,288.08,,,,,
4/7/2025,181.46,465.51,357.86,280.06,,,,,
4/8/2025,172.42,462.22,354.56,273.94,,,,,
4/9/2025,198.85,516.87,390.49,301.01,,,,,
4/10/2025,190.42,489.80,381.35,289.16,,,,,
4/11/2025,198.15,494.44,388.45,293.45,,,,,
4/14/2025,202.52,503.98,387.81,298.12,,,,,
4/15/2025,202.14,507.89,385.73,293.43,,,,,
4/16/2025,194.27,499.05,371.61,290.14,,,,,
4/17/2025,196.98,509.49,367.78,294.25,,,,,
4/21/2025,193.16,501.36,359.12,284.74,,,,,
4/22/2025,199.74,519.99,366.82,291.17,,,,,
4/23/2025,204.60,529.31,374.39,295.77,,,,,
4/24/2025,208.37,545.37,387.30,306.86,,,,,
4/25/2025,209.28,544.86,391.85,306.45,,,,,
4/28/2025,210.14,546.40,391.16,307.06,,,,,
4/29/2025,211.21,548.92,394.04,307.40,,,,,
4/30/2025,212.50,547.55,395.26,309.27,,,,,
5/1/2025,213.32,553.83,425.40,313.96,,,,,
5/2/2025,205.35,566.10,435.28,323.68,,,,,
5/5/2025,198.89,559.56,436.17,323.11,,,,,
5/6/2025,198.51,549.36,433.31,320.89,,,,,
5/7/2025,196.25,551.92,433.35,320.29,,,,,
5/8/2025,197.49,565.70,438.17,324.25,,,,,
5/9/2025,198.53,567.10,438.73,325.62,,,,,
5/12/2025,210.79,591.34,449.26,342.55,,,,,
5/13/2025,212.93,603.81,449.14,352.54,,,,,
5/14/2025,212.33,611.60,452.94,349.66,,,,,
5/15/2025,211.45,615.90,453.13,349.81,,,,,
5/16/2025,211.26,619.03,454.27,353.58,,,,,
5/19/2025,208.78,612.30,458.87,352.57,,,,,
5/20/2025,206.86,606.52,458.17,349.49,,,,,
5/21/2025,202.09,593.46,452.57,342.51,,,,,
5/22/2025,202.09,593.46,454.86,342.51,,,,,
5/23/2025,195.27,598.54,450.18,343.39,,,,,
5/27/2025,200.21,615.73,460.69,351.51,,,,,
5/28/2025,200.42,608.44,457.36,349.49,,,,,
5/29/2025,199.95,604.86,458.68,351.79,,,,,
5/30/2025,200.85,600.45,460.36,348.03,,,,,
6/2/2025,201.70,598.72,461.97,344.67,,,,,
6/3/2025,203.27,603.83,462.97,349.40,,,,,
6/4/2025,202.82,599.21,463.87,349.33,,,,,
6/5/2025,200.63,605.88,467.68,348.96,,,,,
6/6/2025,203.92,614.00,470.38,353.35,,,,,
6/9/2025,201.45,613.52,472.75,358.07,,,,,
6/10/2025,202.67,614.87,470.92,358.57,,,,,
6/11/2025,198.78,624.17,472.62,363.14,,,,,
6/12/2025,199.20,625.11,478.87,360.96,,,,,
6/13/2025,196.45,613.54,474.96,357.05,,,,,
6/16/2025,198.42,627.85,479.14,362.44,,,,,
6/17/2025,195.64,624.64,478.04,357.68,,,,,
6/18/2025,196.58,635.24,480.24,359.80,,,,,
6/20/2025,201.00,640.80,477.40,360.52,,,,,
6/23/2025,201.50,646.88,486.00,366.23,,,,,
6/24/2025,200.30,662.11,490.11,373.02,,,,,
6/25/2025,201.56,669.87,492.27,371.58,,,,,
6/26/2025,201.00,687.16,497.45,381.88,,,,,
6/27/2025,201.08,690.81,495.94,384.71,,,,,
6/30/2025,205.17,707.75,497.41,388.21,,,,,
7/1/2025,207.82,706.46,492.05,390.92,,,,,
7/2/2025,212.44,715.89,491.09,398.43,,,,,
7/3/2025,213.55,723.68,498.84,397.86,,,,,
7/7/2025,209.95,710.93,497.72,391.51,,,,,
7/8/2025,210.01,697.28,496.62,394.29,,,,,
7/9/2025,211.14,696.56,503.51,402.18,,,,,
7/10/2025,212.41,709.12,501.48,408.33,,,,,
7/11/2025,211.16,704.95,503.32,405.92,,,,,
7/14/2025,208.62,713.30,503.02,405.77,,,,,
7/15/2025,209.11,702.51,505.82,404.64,,,,,
7/16/2025,210.16,708.82,505.62,412.88,,,,,
7/17/2025,210.02,705.84,511.70,418.07,,,,,
7/18/2025,211.18,708.26,510.05,413.71,,,,,
7/21/2025,212.48,706.00,510.06,410.07,,,,,
7/22/2025,214.40,700.41,505.27,417.19,,,,,
7/23/2025,214.15,717.52,505.87,427.59,,,,,
7/24/2025,213.76,719.18,510.88,429.52,,,,,
7/25/2025,213.88,728.98,513.71,433.75,,,,,
7/28/2025,214.05,723.65,512.50,432.94,,,,,
7/29/2025,211.27,731.98,512.57,430.05,,,,,
7/30/2025,209.05,730.75,513.24,434.12,,,,,
7/31/2025,207.57,723.59,533.50,438.02,,,,,
8/1/2025,202.38,709.57,524.11,428.69,,,,,
8/4/2025,203.35,726.03,535.64,433.70,,,,,
8/5/2025,202.92,720.91,527.75,434.23,,,,,
8/6/2025,213.25,724.74,524.94,427.72,,,,,
8/7/2025,220.03,719.74,520.84,417.12,,,,,
8/8/2025,229.35,721.27,522.04,416.52,,,,,
8/11/2025,227.18,719.24,521.77,408.54,,,,,
8/12/2025,229.65,743.38,529.24,412.71,,,,,
8/13/2025,233.33,744.69,520.58,413.70,,,,,
8/14/2025,232.78,747.20,522.48,417.50,,,,,
8/15/2025,231.59,730.72,520.17,407.79,,,,,
8/18/2025,230.89,730.96,517.10,412.64,,,,,
8/19/2025,230.56,721.38,509.77,416.09,,,,,
8/20/2025,226.01,720.68,505.72,420.59,,,,,
8/21/2025,224.90,715.95,504.24,417.89,,,,,
8/22/2025,227.76,741.89,507.23,435.67,,,,,
8/25/2025,227.16,738.79,504.26,432.30,,,,,
8/26/2025,229.31,748.95,502.04,431.26,,,,,
8/27/2025,230.49,749.67,506.74,432.67,,,,,
8/28/2025,232.56,751.22,509.64,434.91,,,,,
8/29/2025,232.14,745.25,506.69,419.04,,,,,
9/2/2025,229.72,730.85,505.12,416.05,,,,,
9/3/2025,238.47,730.56,505.35,415.12,,,,,
9/4/2025,239.78,748.90,507.97,420.22,,,,,
9/5/2025,239.69,738.21,495.00,423.08,,,,,
9/8/2025,237.88,741.85,498.20,422.78,,,,,
9/9/2025,234.35,763.92,498.41,418.09,,,,,
9/10/2025,226.79,769.58,500.37,422.91,,,,,
9/11/2025,230.03,784.73,501.01,431.38,,,,,
9/12/2025,234.07,780.06,509.90,431.52,,,,,
9/15/2025,236.70,786.76,515.36,435.94,,,,,
9/16/2025,238.15,785.53,509.04,440.67,,,,,
9/17/2025,238.99,794.22,510.02,450.66,,,,,
9/18/2025,237.88,804.31,508.45,466.96,,,,,
9/19/2025,245.50,805.00,517.93,466.54,,,,,
9/22/2025,256.08,805.56,514.45,472.10,,,,,
9/23/2025,254.43,806.32,509.23,471.26,,,,,
9/24/2025,252.31,792.43,510.15,469.79,,,,,
9/25/2025,256.87,794.76,507.03,463.72,,,,,
9/26/2025,255.46,802.51,511.46,465.76,,,,,
9/29/2025,254.43,804.12,514.60,471.61,,,,,
9/30/2025,254.63,796.35,517.95,477.15,,,,,
10/1/2025,255.45,785.51,519.71,480.82,,,,,
10/2/2025,257.13,779.38,515.74,490.57,,,,,
10/3/2025,258.02,789.98,517.35,497.85,,,,,
